,0,1,2,3,4
0,92.02566007958728,1014.297903162914,-9.207455027582354,-9.579428883077263,9761.024618662348
1,87.38171267428233,1009.5413533768027,-9.805050999638071,-10.05065233337277,9758.790330334174
2,76.28915406017403,997.5439267524686,-9.700198408054447,-11.183992312102975,9756.77041974181
3,59.57661377848886,976.0077253516637,-9.358208035674936,-13.49875643415774,9754.226685109472
4,38.40441709174467,940.0349610221589,-8.585285870973385,-17.119502510479723,9752.272190581261
5,16.32591271135854,885.6855432705694,-6.4528112388975325,-20.033918432793794,9742.923322381232
6,-1.1724940972782019,815.2377838279945,-4.25106663464896,-21.244952449357537,9727.45792248795
7,-17.108664365934015,732.6722648140094,-4.203277353886032,-21.887560244583053,9709.887243854548
8,-32.28365629412867,637.1789422562896,-2.5048622458920606,-23.999477792940784,9693.137571880578
9,-35.045067164062765,520.3606537528846,1.2610961734768384,-27.944925637098656,9677.944317574726
10,-25.562114188153856,383.814898579934,1.6228028306847488,-29.35698785892324,9655.87944746301
11,-29.1104847634666,245.6151864720936,-3.2036958611260706,-27.349158900519114,9622.30562175537
12,-49.93147852358704,123.86929154243133,-4.639172594451664,-21.641423662960065,9578.43895894396
13,-75.96016145700176,43.52492049191263,-6.622619353922857,-11.13821923032177,9521.005781859112
14,-106.19988606619147,12.324839930791722,-4.139304228654941,-3.2043155715108127,9468.355903244186
15,-99.73316997961243,3.505139084227768,7.143075478702333,-1.2911736397697666,9426.458135074028
16,-59.38220444005442,0.02706001242626852,10.063999233189996,-0.2873491355647204,9395.481978131464
17,-27.8071852823535,0.042379132165006494,6.2052672527317085,0.07223417631346593,9373.771149505892
18,-11.602887865898117,0.14296740917957407,3.537947598974824,0.13204910640731943,9353.801573054154
19,-4.779712765307664,1.1809135586522788,0.9988143273552273,0.4363178164579917,9337.280041213759
20,-4.236911266461476,1.3568968734318487,0.1261578147725505,-0.395005086727342,9325.7254971353
21,-2.3635439410617636,0.3869215822437587,2.0453716435109874,-0.5069726263828724,9317.42431867481
22,-0.2522507781797034,0.02937323016365193,1.0926883504062557,-0.12446557509805477,9308.545703260723
23,0.0,0.0,0.0,0.0,9304.324464285874
