,0,1,2,3,4
0,-82.37954341289489,1948.4225808782148,4.976717494506914,-13.214278494194339,9624.525753076292
1,-78.98035102889762,1940.5328560948924,6.256526978909365,-13.205213595809752,9619.58128197034
2,-69.57296620726628,1921.316749987928,6.748676817654121,-14.510572648767702,9614.781746393071
3,-55.83825976666428,1886.2745920522239,6.099035338545856,-17.894445459542453,9613.881246604748
4,-37.92393999106985,1827.7015027084021,6.132031398483604,-22.449731605198984,9612.97235433372
5,-18.041385239632895,1737.963979576184,4.974414096471549,-27.622628874831207,9609.448192495844
6,2.011895918539636,1609.446840608757,4.711831741401581,-33.78906474923044,9606.89931093375
7,22.51278277218111,1432.1587037598158,3.7645866656798024,-40.74849042754467,9603.7617012704
8,38.36377162597481,1211.111090781364,2.2436919172124723,-43.31395892530803,9584.490458598404
9,42.31046105652188,975.0892432520114,-1.154742355781463,-41.2130612818056,9548.147503647175
10,24.427701384694764,748.9897759245939,-4.683741938219904,-35.86965405021445,9500.428458734701
11,-9.99132273448069,555.245017260959,-6.622084885737657,-29.45375964987303,9450.17092750644
12,-53.02216965406204,386.0702442853991,-7.504296143501517,-26.99776144646641,9412.048025737608
13,-98.6477373067784,233.87261401603865,-7.4617658610629745,-23.391279113610523,9371.182495556564
14,-134.6381450193209,115.19687126793995,-4.344780900819586,-16.61376584847063,9320.516525811016
15,-147.43941931082952,54.70728998311336,-0.37862501314913893,-4.460225428795566,9254.889866277748
16,-138.47186695592373,55.768198944884226,4.253450351412865,2.994900837263627,9204.440612868113
17,-106.50952429059265,67.31858265997698,8.854301262920815,1.1049065824346789,9182.156970168897
18,-65.4905213976482,63.86607171785406,10.256085391586593,-3.3010847244362065,9174.72133254611
19,-31.752092487734807,41.65980437478411,7.694487696596443,-8.820384966636697,9168.89147900987
20,-15.174434929268733,15.476556585813626,4.379452353283092,-7.971960540327677,9146.341869578215
21,-5.125345405373046,2.7218326329952514,4.776047078123878,-3.5105846584687628,9124.33130038008
22,-0.2953412662804906,0.06345217504424501,1.3585939865742411,-0.431025373338835,9104.412958715702
23,0.0,0.0,0.0,0.0,9098.300195388563
