,0,1
0,0.5018266258767098,0.4283002835555956
1,0.40596022761529305,0.007516172584716299
2,0.32884178619506077,0.02773144699810726
3,0.33179341634822723,-0.10774899726168403
4,0.45321396561677196,-0.21866178751748624
5,0.5176267345496296,-0.1361234235327387
6,0.4278313498461391,0.03210091963621385
7,0.29923991223790836,-0.018439873641151093
8,0.2194605847661677,-0.11978497835603663
9,0.2699983004445374,-0.07066831915244315
10,0.3645220653396706,-0.34304028297666794
11,0.3564345983174413,-0.19575052693300102
12,0.23430442378708352,-0.45247537043626535
13,0.19384967264528444,-0.5457727971605495
14,0.27093250816792047,0.34815513367819584
15,0.29710394693075076,0.5312824070683175
16,0.40077607687719913,0.05932416440932529
17,0.38412952301190584,0.11879951778170679
18,0.41122616427265957,0.07486789928247688
19,0.5194755452025236,0.07174407106412281
20,0.6937744958880208,0.1280844700988246
21,0.9999999998676892,-0.05031680876574804
22,0.9999999999998216,-0.09990959213054032
23,0.9999826871282382,-0.16472697731178737
