,0,1,2,3,4
0,-48.26896568867741,509.575375182284,-4.294400135241608,9.045617242672918,8300.683011005061
1,-50.086517199038404,513.220157123872,-4.409662133885196,8.366028517523352,8300.402357057834
2,-54.49737616168899,520.6344708558055,-4.560101460873947,6.802429667677489,8299.860537849345
3,-61.67229633909143,529.0560087297973,-5.059351641844631,4.313637145971451,8298.84654919866
4,-73.4330093441981,535.1145048501974,-6.657702698982652,2.0151420700184257,8292.817243047031
5,-93.65751408178109,539.4080967392651,-9.52655638842988,1.6422966873587415,8281.666041399894
6,-121.9977996624469,542.5397007542033,-8.410317420002965,-0.11233015706524001,8266.667149897874
7,-139.26833474419553,533.926880269654,-2.407540565840843,-5.3022548116902115,8253.772840210913
8,-142.1237057403404,505.23235789944334,1.0610660404481884,-10.12319009931106,8240.642799154502
9,-121.7597081973974,460.12089027474156,9.795861911743799,-12.675571713336522,8219.194431310461
10,-76.30542877945987,406.6113196320071,9.91190420123174,-13.656711836878882,8193.617066096356
11,-49.593580506796954,343.4287283261598,3.679922050472072,-17.218883513102586,8177.79590570693
12,-36.73053809164059,260.0294602967434,2.687716683825426,-21.946535148421425,8170.01616182376
13,-28.56308994086203,164.7194306392288,1.2762461609292364,-22.99111044472889,8154.55298860015
14,-23.01122348744919,76.50884531633264,1.7609468578801672,-19.320581482916356,8127.047580326786
15,-14.17847561979333,18.8563895551728,2.7517018070464503,-9.63814523038649,8084.471159321533
16,-4.016276764044779,1.0818147504273894,2.3843188268279762,-0.8118498979568114,8045.447814262587
17,0.23053640611407297,5.9393892817678555,0.21997184636709768,2.921209220253188,8020.924603616101
18,-0.07808781318717174,12.771382141473119,-0.19078334832526272,0.7543072773699325,8013.9714297251
19,-0.621099846094999,9.741356525847504,-0.1894043112674478,-2.7261870049171884,8012.366188683054
20,-0.3936746892464028,4.114589611928087,0.43326905320341297,-2.4413429789805328,8003.000002884221
21,0.07277586110556769,0.9881402977578587,-0.006695910291238233,-1.6061159641973155,7994.204601316713
22,-0.01744293831188127,0.01928999663870548,-0.006033562536343454,-0.2511024046201185,7986.475736118661
23,0.0,0.0,0.0,0.0,7983.844764143869
