,0,1
0,0.47458899592793974,0.24236015420785367
1,0.4877602358179994,0.16627811510483223
2,0.5834673545578113,0.09522942243445696
3,0.4656811992837904,-0.26566209088419757
4,0.4084158459548184,-0.32937328852726244
5,0.15342658733980968,0.8527729421307944
6,0.23197678890865148,-0.4349052690573499
7,0.3865081316753929,-0.1900492960091071
8,0.6198199384390873,0.15610721330963426
9,0.6640849846380616,-0.10731275064681017
10,0.3914458083838511,0.04146724890956725
11,0.357838407816508,0.042230953380984176
12,0.13767030272213931,-1.1479562379819046
13,0.21249153176496943,-0.7072209625100123
14,0.2719620305673461,-0.5946056536295589
15,0.39100119889209123,-0.49560544411230123
16,0.3281827039530542,-0.046887969348870635
17,0.4500386257876489,0.38499124530240336
18,0.7668366003499832,0.24807248607343585
19,0.9999999997676616,0.09776336822577811
20,0.9894883687185546,0.2454964351430385
21,0.930873737867602,0.2641408512096721
22,0.8875509287946709,-0.09170000331707874
23,0.01404918373926052,-1.3011183932707615
