,0,1
0,0.6578657470066419,-0.2615175585855515
1,0.4783317365232996,-0.027616653368419963
2,0.4990061429014771,-0.018284379356139257
3,0.6673742017138451,-0.0034170407041690582
4,0.7376960047440599,-0.1548239390472876
5,0.7389893449589336,-0.2374318462611732
6,0.5058338981458655,-0.3204963328207782
7,0.2483207737142247,-0.3088247134268248
8,0.15685535295845518,0.6723547533781183
9,0.2770697148843817,0.4766406044468898
10,0.49672916769553954,0.1067590793475971
11,0.4854575461391394,0.03029591776571861
12,0.34428642555033856,0.03188436205825598
13,0.18642393110277333,-0.252219746134958
14,0.15804432006618566,0.3115623042548052
15,0.27722678599637507,0.3241455490396313
16,0.5283261333258655,-0.014846447626380533
17,0.7512474835153716,-0.17673036815001522
18,0.8799407726067645,0.05011820190035994
19,0.9999999998894242,0.047508625171589686
20,0.9999999999178774,-0.15671629192211176
21,0.9999999998951696,-0.12489163532633754
22,0.9999999999096213,-0.257018809298235
23,0.9999999996180028,-0.2567038555482979
