0,1,2,3,4
-66.61697490864182,694.7623007887518,-5.348443022003977,-28.58294780501418,10082.474980808181
-71.70288235284612,666.5308406786124,-4.769823111857669,-27.803832312863165,10074.312816182
-76.22186214898463,639.0736647834707,-4.217094518127912,-27.03545306796122,10066.211363166469
-80.19958104582085,612.3800366683686,-3.689758194214623,-26.27781048959599,10058.169432666267
-83.66120672724003,586.4392194736938,-3.1873150526584153,-25.530905009075546,10050.185870754158
-86.63140777078878,561.240475902925,-2.709265963793071,-24.79473707025339,10042.259558675503
-89.13435360483756,536.7730682098389,-2.2551117543312285,-24.069307130084468,10034.38941282273
-91.19371446429707,513.0262581851463,-1.8243532058788414,-23.354615659214517,10026.574384679345
-92.83266134481539,489.98930714252293,-1.4164910533736126,-22.650663142605403,10018.8134607334
-94.07386595537733,467.6514759039988,-1.0310259834421913,-21.95745008019907,10011.10566236018
-94.9395006692224,446.00202478466275,-0.6674586326704662,-21.274976987623337,10003.45004567411
-95.45123847299186,425.0302135766436,-0.32528958578080086,-20.603244396942674,9995.845701349943
-95.63025291400851,404.72530153231696,-0.004019373709500021,-19.94225285745777,9988.291754413318
-95.49721804558642,385.07654734669114,0.2968515284228096,-19.292002936557846,9980.787364000917
-95.0723083702601,366.0732091389132,0.5778227034558752,-18.652495220630144,9973.331723090449
-94.37519878081375,347.70454443283967,0.8393937944583373,-18.023730316031507,9965.92405820083
-93.425064498983,329.9598101366049,1.0820645071296515,-17.405708850127397,9958.563629062932
-92.24058101169082,312.82826252111846,1.3063346123459298,-16.798431472404353,9951.249728261353
-90.83992400466856,296.2991571974139,1.5127039488612593,-16.20189885566245,9943.981680847668
-89.24076929330113,280.3617490927673,1.7016724261772267,-15.616111697295151,9936.758843925762
-87.46029275052192,265.0052924254928,1.873740027594696,-15.041070720664681,9929.580606209733
-85.51517023156806,250.2190406783173,2.029406813463357,-14.47677667658196,9922.446387555034
-83.42157749539122,235.99224657022353,2.1691729246462295,-13.923230344901343,9915.35563846341
-81.19519012250002,222.3141620266435,2.2935385862182027,-13.380432536241454,9908.30783956233
-78.85118342899099,209.17403814786942,2.4030041114198104,-12.848384093844828,9901.302501059501
-76.40423237650222,196.5611251755373,2.4980699058898685,-12.327085895590711,9894.339162173139
-73.86851147779947,184.4646724570228,2.5792364722033807,-11.816538856177118,9887.417390538654
-71.2576946976761,172.87392840757258,2.6470044147442366,-11.31674392949026,9880.53678159238
-68.58495534881774,161.7781404699744,2.701874444945873,-10.827702111182067,9873.696957932963
-65.86296598224725,151.16655507154752,2.744347386937193,-10.349414441479038,9866.897568661045
-63.1038982719259,141.02841757821034,2.7749241836358203,-9.881882008249068,9860.138288697792
-60.319422893043146,131.3529722453546,2.7941059033362983,-9.425105950356587,9853.41881808288
-57.52070939347549,122.12946216522178,2.8023937468472275,-8.979087461340738,9846.738881252417
-54.71842605783929,113.34712921044154,2.800289055238801,-8.54382779345645,9840.09822629731
-51.922739763495706,104.99521397334937,2.7882933182709073,-8.119328262124407,9833.496624202584
-49.143315827792385,97.06295570065096,2.7669081835821614,-7.705590250842966,9826.933868068025
-46.38931784574025,89.53959222294452,2.7366354667322526,-7.302615216623661,9820.409772310531
-43.6694075172254,82.41435987854607,2.697977162204211,-6.910404696022077,9813.92417184858
-40.99174446274216,75.67649343098577,2.6514354554900685,-6.52896031184797,9807.476921269068
-38.363986026501195,69.31522597945279,2.5975127364035284,-6.1582837806532025,9801.067893976839
-35.793287065612134,63.31978886136042,2.5367116137874355,-5.798376921113664,9794.696981327132
-33.286299723860125,57.67941154607734,2.4695349318129343,-5.449241663442939,9788.364091741212
-30.849173188383258,52.38332151872189,2.396485788102567,-5.110880060001703,9782.069149805384
-28.48755342730697,47.42074415273827,2.31806755395261,-4.783294297299247,9775.812095353667
-26.20658290609328,42.78090256975966,2.2347838969828446,-4.466486709623543,9769.592882534349
-24.010900280006428,38.453017485005645,2.1471388066073094,-4.1604597945862745,9763.411478860718
-21.904640059667607,34.42630703614749,2.055636622800916,-3.8652162309319253,9757.267864246465
-19.89143224615278,30.68998659319191,1.9607820687388386,-3.580758899039445,9751.162030026182
-17.97440193145515,27.233268546461577,1.8630802880145834,-3.3070909046463055,9745.093977961786
-16.15616885935714,24.04536206916521,1.7630368873072662,-3.0442156064551855,9739.063719235804
-14.438846940795365,21.11547285031715,1.6611579855806042,-2.792136648453104,9733.071273433034
-12.824043716601599,18.432802792841215,1.5579502711720292,-2.550857997995522,9727.116667512446
-11.312859758989259,15.986549670515366,1.4539210684933466,-2.3203839910038,9721.199934772212
-9.905888001227597,13.765906735895895,1.3495784165478988,-2.1007193860221887,9715.321113811571
-8.60321298246371,11.760062269384116,1.2454311621217784,-1.8918694294226364,9709.480247494988
-7.4044099914164105,9.958199056993227,1.1419890714002536,-1.6938399347952593,9703.677381926078
-6.308544088390003,8.349493780891544,1.0397629650039326,-1.5066373806154654,9697.91256544189
-5.314168979320923,6.923116302074915,0.9392648831999412,-1.3302690317851105,9692.185847642619
-4.419325707749602,5.668228808005057,0.8410082905863574,-1.164743092842433,9686.497278478346
-3.621541119746111,4.573984788891893,0.7455083333024116,-1.0100689039128115,9680.846907424388
-2.9178260414084383,3.6295277931511833,0.6532821674987529,-0.866257195483392,9675.234782791922
-2.304673086170242,2.8239898932417296,0.5648493866468399,-0.7333204259668137,9669.6609512448
-1.7780539757508536,2.1464897638862337,0.480732589487711,-0.61127323882698,9664.12545763258
-1.3334162071339941,1.5861302291450823,0.4014581541604254,-0.5001330976499863,9658.628345316445
-0.9656788157530293,1.1319950611245457,0.3275573254669234,-0.39992119565538753,9653.169657282278
-0.6692268478064756,0.7731446884796493,0.25956779838734756,-0.31066380700187995,9647.749438554529
-0.437903912965378,0.4986102505546651,0.19803613025184355,-0.23239438771879606,9642.367740860444
-0.26500173427729345,0.2973850092777023,0.14352163091483452,-0.16515703577532137,9637.02463143246
-0.14324468248375724,0.15841125216430527,0.0966031257176944,-0.1090126378072941,9631.720210074209
-0.06476515579324317,0.07055878096683627,0.05789199752028601,-0.06405099150641198,9626.454644740346
-0.021059976514290014,0.022585542270631663,0.028061512509524093,-0.03041871150874714,9621.228256270351
-0.002898674061339147,0.0030518630218586665,0.007931321901495817,-0.008401669994147558,9616.041773549257
