,0,1,2,3,4
0,-129.22920605189773,1437.6228934759606,-0.4308858671119964,-15.402791302648717,10151.218823242318
1,-128.78729707810828,1417.3079137511043,1.060167168031271,-16.82906640279863,10145.773832229439
2,-123.28244089622544,1364.106578192948,2.29745113506196,-20.581222814681343,10140.771343566266
3,-114.41568761164943,1260.898249420377,1.9044677156520102,-27.90077028300216,10142.558918535686
4,-103.27101252246747,1090.5434313102373,2.272082257694003,-36.05997532273391,10140.66013054964
5,-91.10302279234064,842.3055733811666,1.7631653419239086,-46.705283177971474,10143.954784769008
6,-75.88158000225766,532.197321366609,3.7160247506652246,-50.159862842961125,10121.050530662447
7,-46.489931040249616,260.8372672368192,5.428309278501801,-38.27983205852897,10048.989703230547
8,-20.46840124784502,97.18558728579107,4.230666695612684,-23.174961632195355,9971.124077180957
9,-4.759570776029289,23.568003448722003,2.869102944483868,-11.430897986635147,9910.030713561231
10,-0.005009346910819691,2.1947200611361257,0.30937238702590697,-3.4824864065686487,9868.587247982554
11,0.0,0.0,0.0,0.0,9850.466157458903
